customer_id,company_size,industry,region,signup_date,plan_type,contract_type,monthly_revenue,tenure_months,churned,cancel_date,avg_monthly_logins,avg_session_minutes,feature_usage_score,support_ticket_count,avg_resolution_hours
C03652,SMB,Healthcare,US,2023-03-05,Basic,Monthly,29,23,0,,14,27,44,1,19
C03653,SMB,Retail,EU,2023-01-20,Basic,Monthly,29,23,0,,22,21,70,2,18
C03654,SMB,Tech,US,2023-06-20,Basic,Annual,29,34,0,,20,15,47,1,20
C03655,Enterprise,Retail,EU,2023-04-24,Enterprise,Monthly,149,25,0,,24,28,56,0,22
C03656,Mid-Market,Healthcare,US,2023-07-02,Pro,Annual,79,1,0,,12,34,76,0,13
C03657,SMB,Finance,APAC,2022-09-08,Basic,Annual,29,4,0,,24,18,42,2,17
C03658,Enterprise,Tech,US,2022-09-10,Enterprise,Monthly,149,31,0,,17,28,75,0,16
C03659,SMB,Retail,US,2022-02-12,Basic,Monthly,29,35,0,,12,33,72,2,6
C03660,SMB,Tech,US,2023-03-09,Basic,Monthly,29,30,1,2025-08-25 00:00:00,6,8,14,6,36
C03661,SMB,Tech,US,2022-05-15,Basic,Monthly,29,29,0,,17,21,56,0,4
C03662,SMB,Marketing,EU,2023-10-03,Basic,Monthly,29,34,1,2026-07-19 00:00:00,4,7,21,6,56
C03663,Mid-Market,Tech,EU,2022-11-29,Pro,Monthly,79,12,0,,15,16,57,0,19
C03664,SMB,Healthcare,US,2023-01-16,Basic,Monthly,29,4,1,2023-05-16 00:00:00,4,6,23,7,28
C03665,SMB,Retail,US,2023-02-27,Basic,Monthly,29,19,1,2024-09-19 00:00:00,3,10,28,6,62
C03666,SMB,Healthcare,US,2022-07-01,Basic,Monthly,29,22,0,,24,26,56,0,8
C03667,SMB,Healthcare,EU,2022-12-11,Basic,Monthly,29,28,1,2025-03-30 00:00:00,5,11,22,6,66
C03668,Enterprise,Tech,US,2022-08-08,Enterprise,Monthly,149,24,0,,18,29,89,2,10
C03669,SMB,Healthcare,US,2022-04-20,Basic,Annual,29,8,0,,12,19,61,2,13
C03670,Mid-Market,Retail,US,2023-09-16,Pro,Monthly,79,19,0,,22,16,84,1,23
C03671,SMB,Finance,US,2023-07-19,Basic,Monthly,29,29,1,2025-12-05 00:00:00,5,9,11,5,65
C03672,SMB,Finance,US,2022-03-19,Basic,Annual,29,28,1,2024-07-06 00:00:00,5,8,12,6,62
C03673,Mid-Market,Finance,EU,2023-05-10,Pro,Annual,79,16,0,,12,15,40,0,17
C03674,SMB,Marketing,EU,2022-03-25,Basic,Monthly,29,27,1,2024-06-12 00:00:00,4,6,16,6,64
C03675,SMB,Marketing,APAC,2022-01-01,Basic,Monthly,29,29,0,,17,28,41,2,10
C03676,Mid-Market,Finance,US,2023-03-23,Pro,Monthly,79,18,0,,22,26,57,2,18
C03677,SMB,Marketing,US,2022-10-11,Basic,Monthly,29,33,0,,17,30,72,2,21
C03678,SMB,Retail,APAC,2022-04-26,Basic,Monthly,29,4,0,,11,27,52,2,23
C03679,SMB,Tech,US,2022-09-06,Basic,Monthly,29,30,0,,15,23,51,0,19
C03680,SMB,Tech,EU,2023-06-18,Basic,Annual,29,15,0,,11,26,83,2,14
C03681,Mid-Market,Finance,US,2023-05-15,Pro,Monthly,79,21,1,2025-02-03 00:00:00,6,5,24,7,24
C03682,SMB,Marketing,US,2022-03-28,Basic,Monthly,29,22,1,2024-01-17 00:00:00,7,8,17,6,45
C03683,Enterprise,Finance,US,2022-10-14,Enterprise,Monthly,149,23,0,,16,31,79,0,10
C03684,Mid-Market,Healthcare,US,2022-05-29,Pro,Monthly,79,29,0,,23,17,44,2,22
C03685,SMB,Retail,US,2023-06-09,Basic,Annual,29,1,0,,13,23,70,2,8
C03686,Mid-Market,Healthcare,US,2023-11-25,Pro,Annual,79,8,1,2024-07-22 00:00:00,4,7,11,6,25
C03687,Mid-Market,Healthcare,EU,2022-08-31,Pro,Annual,79,23,0,,18,32,58,0,11
C03688,SMB,Finance,APAC,2022-12-05,Basic,Monthly,29,28,1,2025-03-24 00:00:00,4,6,21,7,64
C03689,SMB,Marketing,APAC,2022-11-06,Basic,Monthly,29,12,0,,11,30,40,1,16
C03690,Mid-Market,Finance,EU,2023-09-02,Pro,Monthly,79,27,0,,16,26,72,2,12
C03691,SMB,Marketing,US,2023-07-30,Basic,Monthly,29,5,1,2023-12-27 00:00:00,6,9,21,6,29
C03692,SMB,Finance,APAC,2023-01-01,Basic,Annual,29,35,0,,13,30,57,2,14
C03693,SMB,Healthcare,EU,2022-04-30,Basic,Annual,29,6,0,,22,16,70,2,12
C03694,Enterprise,Retail,APAC,2022-04-11,Enterprise,Monthly,149,31,1,2024-10-27 00:00:00,2,10,13,6,66
C03695,SMB,Marketing,US,2022-01-21,Basic,Monthly,29,16,0,,21,32,72,0,15
C03696,SMB,Retail,US,2022-04-22,Basic,Monthly,29,22,0,,23,28,46,1,22
C03697,SMB,Healthcare,EU,2022-08-12,Basic,Annual,29,17,1,2024-01-04 00:00:00,4,5,29,4,41
C03698,SMB,Retail,US,2023-11-03,Basic,Monthly,29,21,0,,12,30,54,0,11
C03699,SMB,Retail,US,2022-10-18,Basic,Monthly,29,30,0,,13,31,41,2,8
C03700,SMB,Finance,US,2023-04-04,Basic,Monthly,29,3,1,2023-07-03 00:00:00,3,9,10,6,28
C03701,SMB,Marketing,EU,2022-07-03,Basic,Monthly,29,2,0,,21,22,43,1,12
C03702,SMB,Healthcare,US,2023-02-01,Basic,Monthly,29,17,1,2024-06-25 00:00:00,3,5,10,6,56
C03703,SMB,Marketing,EU,2023-06-19,Basic,Monthly,29,12,0,,19,26,61,1,10
C03704,SMB,Tech,US,2023-11-19,Basic,Annual,29,8,0,,21,22,47,2,9
C03705,SMB,Retail,EU,2023-08-17,Basic,Annual,29,35,0,,12,24,55,1,12
C03706,SMB,Marketing,US,2022-10-20,Basic,Monthly,29,34,0,,22,28,56,2,7
C03707,SMB,Marketing,US,2022-05-11,Basic,Annual,29,35,1,2025-03-26 00:00:00,6,11,10,4,41
C03708,Mid-Market,Retail,US,2023-10-17,Pro,Monthly,79,5,0,,23,34,83,2,10
C03709,SMB,Finance,US,2023-01-09,Basic,Monthly,29,9,1,2023-10-06 00:00:00,5,7,17,7,61
C03710,SMB,Finance,US,2022-11-20,Basic,Monthly,29,14,1,2024-01-14 00:00:00,6,11,29,3,47
C03711,SMB,Healthcare,US,2022-11-11,Basic,Monthly,29,23,1,2024-10-01 00:00:00,7,10,24,4,68
C03712,SMB,Retail,US,2023-11-11,Basic,Monthly,29,28,0,,20,34,75,2,23
C03713,SMB,Retail,US,2023-05-23,Basic,Monthly,29,30,1,2025-11-08 00:00:00,2,10,26,3,60
C03714,Enterprise,Tech,APAC,2022-07-29,Enterprise,Monthly,149,30,0,,10,34,61,0,10
C03715,SMB,Marketing,APAC,2023-10-12,Basic,Annual,29,34,0,,18,19,74,2,13
C03716,SMB,Healthcare,US,2022-08-06,Basic,Monthly,29,15,1,2023-10-30 00:00:00,3,8,20,3,39
C03717,SMB,Finance,US,2022-04-16,Basic,Monthly,29,22,0,,21,23,78,0,15
C03718,Enterprise,Tech,US,2023-10-26,Enterprise,Annual,149,16,0,,14,28,60,1,13
C03719,SMB,Healthcare,US,2023-09-17,Basic,Monthly,29,33,1,2026-06-03 00:00:00,5,5,12,7,33
C03720,SMB,Healthcare,APAC,2022-11-01,Basic,Monthly,29,1,0,,23,27,74,2,5
C03721,SMB,Healthcare,US,2022-08-28,Basic,Monthly,29,26,1,2024-10-16 00:00:00,2,7,23,3,59
C03722,SMB,Retail,US,2023-02-13,Basic,Annual,29,11,1,2024-01-09 00:00:00,6,9,11,4,65
C03723,SMB,Finance,US,2023-08-27,Basic,Annual,29,20,0,,19,16,40,2,4
C03724,Enterprise,Tech,US,2023-07-20,Enterprise,Annual,149,3,0,,22,29,59,0,15
C03725,Enterprise,Finance,EU,2022-11-17,Enterprise,Annual,149,34,0,,10,15,47,0,11
C03726,Mid-Market,Finance,US,2023-02-22,Pro,Monthly,79,1,0,,19,25,57,0,9
C03727,SMB,Healthcare,APAC,2022-09-03,Basic,Annual,29,5,0,,11,23,41,0,23
C03728,SMB,Marketing,APAC,2023-05-27,Basic,Annual,29,11,0,,18,19,57,0,23
C03729,Mid-Market,Tech,US,2023-05-18,Pro,Monthly,79,27,1,2025-08-05 00:00:00,5,6,17,5,62
C03730,Mid-Market,Marketing,US,2022-12-06,Pro,Monthly,79,33,0,,21,28,61,2,20
C03731,Mid-Market,Marketing,US,2023-02-19,Pro,Monthly,79,18,0,,11,25,63,0,6
C03732,SMB,Tech,US,2022-04-16,Basic,Annual,29,19,0,,11,25,86,2,4
C03733,SMB,Tech,APAC,2022-01-17,Basic,Monthly,29,2,1,2022-03-18 00:00:00,5,11,18,4,58
C03734,Mid-Market,Retail,US,2022-01-21,Pro,Annual,79,14,0,,14,28,80,2,4
C03735,SMB,Marketing,EU,2022-04-10,Basic,Annual,29,27,0,,17,20,53,2,22
C03736,Enterprise,Tech,US,2023-02-17,Enterprise,Monthly,149,11,1,2024-01-13 00:00:00,5,11,17,3,58
C03737,SMB,Finance,US,2023-03-04,Basic,Annual,29,27,0,,18,31,73,0,13
C03738,Mid-Market,Retail,US,2022-01-21,Pro,Monthly,79,5,0,,18,29,58,2,14
C03739,SMB,Retail,EU,2023-06-22,Basic,Monthly,29,8,0,,23,34,41,2,17
C03740,Enterprise,Marketing,APAC,2022-06-05,Enterprise,Monthly,149,2,0,,11,28,48,2,15
C03741,SMB,Retail,US,2023-02-17,Basic,Monthly,29,34,1,2025-12-03 00:00:00,2,5,28,7,28
C03742,Mid-Market,Finance,EU,2022-04-25,Pro,Annual,79,34,0,,19,17,68,1,15
C03743,SMB,Finance,APAC,2023-03-17,Basic,Monthly,29,9,1,2023-12-12 00:00:00,5,8,14,7,28
C03744,SMB,Marketing,EU,2023-02-20,Basic,Monthly,29,28,1,2025-06-09 00:00:00,5,11,25,4,33
C03745,Mid-Market,Finance,EU,2022-10-07,Pro,Monthly,79,14,0,,19,34,56,0,10
C03746,SMB,Healthcare,APAC,2022-03-19,Basic,Annual,29,34,0,,11,18,45,1,8
C03747,Mid-Market,Finance,US,2022-11-05,Pro,Monthly,79,29,0,,15,31,66,1,19
C03748,SMB,Tech,US,2022-03-05,Basic,Monthly,29,19,0,,17,16,56,1,6
C03749,SMB,Finance,US,2023-10-23,Basic,Monthly,29,1,1,2023-11-22 00:00:00,6,9,20,5,60
C03750,SMB,Marketing,APAC,2022-07-04,Basic,Monthly,29,35,1,2025-05-19 00:00:00,3,11,13,6,48
C03751,Mid-Market,Healthcare,APAC,2022-01-29,Pro,Annual,79,32,0,,23,34,87,2,5
C03752,SMB,Retail,EU,2022-03-27,Basic,Monthly,29,30,0,,10,19,75,2,13
C03753,SMB,Retail,EU,2022-05-16,Basic,Monthly,29,10,0,,23,33,60,0,9
C03754,Enterprise,Marketing,APAC,2023-06-23,Enterprise,Monthly,149,6,0,,21,34,46,2,15
C03755,Enterprise,Marketing,EU,2022-11-18,Enterprise,Annual,149,23,0,,21,28,89,0,6
C03756,SMB,Tech,US,2022-08-15,Basic,Monthly,29,32,0,,14,22,86,2,11
C03757,Enterprise,Tech,US,2022-04-29,Enterprise,Annual,149,9,0,,10,20,69,2,5
C03758,SMB,Tech,APAC,2022-03-26,Basic,Monthly,29,5,0,,16,27,51,1,5
C03759,SMB,Marketing,US,2023-06-18,Basic,Monthly,29,12,0,,13,19,67,0,8
C03760,SMB,Marketing,EU,2022-06-01,Basic,Annual,29,21,0,,17,26,59,1,22
C03761,Mid-Market,Marketing,EU,2022-07-12,Pro,Monthly,79,28,0,,10,21,53,1,15
C03762,Mid-Market,Marketing,US,2022-08-22,Pro,Monthly,79,34,0,,12,19,45,0,19
C03763,Enterprise,Tech,US,2022-10-12,Enterprise,Monthly,149,26,0,,23,28,74,2,20
C03764,SMB,Tech,APAC,2023-06-11,Basic,Monthly,29,11,0,,11,20,63,2,7
C03765,SMB,Finance,APAC,2023-11-04,Basic,Annual,29,35,1,2026-09-19 00:00:00,7,7,16,5,30
C03766,SMB,Retail,APAC,2022-11-30,Basic,Monthly,29,8,0,,24,24,41,0,13
C03767,SMB,Tech,APAC,2023-03-14,Basic,Monthly,29,6,1,2023-09-10 00:00:00,2,5,10,7,38
C03768,SMB,Tech,US,2023-07-26,Basic,Monthly,29,2,1,2023-09-24 00:00:00,6,11,24,3,31
C03769,SMB,Retail,US,2022-05-20,Basic,Annual,29,12,0,,23,18,86,0,10
C03770,SMB,Healthcare,EU,2023-04-03,Basic,Monthly,29,17,0,,23,17,40,1,5
C03771,SMB,Healthcare,US,2023-04-13,Basic,Monthly,29,7,1,2023-11-09 00:00:00,4,9,12,6,46
C03772,SMB,Retail,APAC,2023-04-27,Basic,Annual,29,32,1,2025-12-12 00:00:00,5,11,17,5,36
C03773,Enterprise,Retail,US,2022-03-15,Enterprise,Monthly,149,27,0,,11,26,75,0,4
C03774,Mid-Market,Healthcare,APAC,2022-01-07,Pro,Monthly,79,31,1,2024-07-25 00:00:00,7,9,11,7,63
C03775,Mid-Market,Healthcare,EU,2022-11-21,Pro,Monthly,79,27,0,,24,24,75,2,19
C03776,SMB,Healthcare,APAC,2023-08-19,Basic,Monthly,29,8,1,2024-04-15 00:00:00,6,11,11,3,61
C03777,SMB,Marketing,US,2022-12-02,Basic,Monthly,29,9,0,,24,24,43,0,21
C03778,Mid-Market,Finance,US,2023-11-13,Pro,Monthly,79,17,0,,10,17,80,1,9
C03779,Enterprise,Finance,EU,2023-10-15,Enterprise,Annual,149,34,1,2026-07-31 00:00:00,5,9,10,3,30
C03780,SMB,Retail,US,2023-04-23,Basic,Monthly,29,27,0,,23,19,46,1,16
C03781,SMB,Retail,APAC,2022-11-05,Basic,Annual,29,31,0,,16,31,80,1,12
C03782,Enterprise,Healthcare,US,2022-07-05,Enterprise,Monthly,149,20,0,,16,33,45,1,16
C03783,SMB,Marketing,US,2022-02-14,Basic,Annual,29,22,1,2023-12-06 00:00:00,5,5,19,3,28
C03784,SMB,Tech,APAC,2022-04-11,Basic,Annual,29,17,0,,12,17,52,0,9
C03785,Mid-Market,Marketing,EU,2023-05-20,Pro,Monthly,79,23,0,,18,32,86,2,21
C03786,SMB,Healthcare,US,2022-11-27,Basic,Annual,29,8,0,,16,15,83,0,19
C03787,Mid-Market,Retail,APAC,2023-02-01,Pro,Monthly,79,28,0,,24,33,50,1,18
C03788,SMB,Healthcare,APAC,2023-11-01,Basic,Annual,29,16,1,2025-02-23 00:00:00,3,5,25,6,42
C03789,SMB,Finance,EU,2022-01-21,Basic,Monthly,29,34,0,,13,25,65,1,19
C03790,Enterprise,Marketing,US,2023-05-05,Enterprise,Monthly,149,25,0,,13,17,71,0,21
C03791,SMB,Healthcare,US,2023-09-16,Basic,Monthly,29,17,0,,20,30,83,0,14
C03792,SMB,Finance,EU,2023-10-04,Basic,Annual,29,28,0,,20,30,84,1,16
C03793,SMB,Healthcare,US,2022-03-22,Basic,Annual,29,15,0,,16,24,81,1,20
C03794,SMB,Tech,EU,2023-05-22,Basic,Monthly,29,5,0,,13,32,61,2,7
C03795,Enterprise,Finance,US,2022-04-15,Enterprise,Monthly,149,3,1,2022-07-14 00:00:00,3,5,28,6,37
C03796,Mid-Market,Marketing,US,2023-08-02,Pro,Annual,79,35,0,,20,29,77,0,5
C03797,SMB,Healthcare,US,2022-04-21,Basic,Monthly,29,13,1,2023-05-16 00:00:00,5,8,23,6,58
C03798,SMB,Marketing,US,2023-06-20,Basic,Monthly,29,23,1,2025-05-10 00:00:00,6,7,27,7,26
C03799,Mid-Market,Retail,APAC,2023-07-24,Pro,Annual,79,21,1,2025-04-14 00:00:00,2,6,20,4,26
C03800,Enterprise,Retail,US,2023-10-20,Enterprise,Annual,149,2,0,,12,22,83,1,20
C03801,SMB,Tech,US,2023-06-14,Basic,Annual,29,7,1,2024-01-10 00:00:00,5,9,28,3,40
C03802,SMB,Retail,EU,2023-09-26,Basic,Annual,29,26,0,,18,23,56,2,16
C03803,Enterprise,Healthcare,APAC,2022-07-29,Enterprise,Monthly,149,28,0,,24,26,89,1,20
C03804,SMB,Marketing,US,2022-03-13,Basic,Annual,29,35,1,2025-01-26 00:00:00,6,5,16,3,40
C03805,Enterprise,Marketing,US,2023-05-05,Enterprise,Annual,149,18,0,,16,26,62,1,4
C03806,SMB,Healthcare,US,2023-07-29,Basic,Annual,29,2,0,,17,31,68,1,8
C03807,Mid-Market,Healthcare,US,2023-09-16,Pro,Monthly,79,12,0,,10,28,66,0,16
C03808,SMB,Finance,US,2023-09-02,Basic,Monthly,29,5,1,2024-01-30 00:00:00,2,8,20,3,64
C03809,Enterprise,Healthcare,EU,2022-09-24,Enterprise,Monthly,149,8,0,,24,32,44,0,11
C03810,SMB,Retail,US,2023-09-10,Basic,Monthly,29,3,0,,23,22,71,1,7
C03811,Enterprise,Retail,EU,2022-09-12,Enterprise,Monthly,149,31,0,,22,20,68,0,23
C03812,SMB,Marketing,US,2022-08-28,Basic,Monthly,29,10,0,,18,33,80,0,22
C03813,SMB,Tech,US,2022-01-05,Basic,Monthly,29,13,0,,13,33,70,0,16
C03814,SMB,Tech,US,2022-09-07,Basic,Annual,29,31,0,,12,33,68,2,22
C03815,SMB,Marketing,EU,2022-05-04,Basic,Annual,29,9,1,2023-01-29 00:00:00,2,10,20,4,30
C03816,SMB,Tech,EU,2022-07-13,Basic,Monthly,29,1,0,,13,22,57,2,11
C03817,SMB,Retail,APAC,2023-06-25,Basic,Monthly,29,1,1,2023-07-25 00:00:00,6,11,27,4,70
C03818,Enterprise,Finance,US,2022-09-16,Enterprise,Monthly,149,3,1,2022-12-15 00:00:00,7,9,26,3,38
C03819,SMB,Retail,US,2023-03-24,Basic,Monthly,29,28,0,,17,17,42,0,7
C03820,Mid-Market,Marketing,EU,2023-11-16,Pro,Monthly,79,22,0,,18,15,77,1,5
C03821,Enterprise,Marketing,APAC,2023-04-20,Enterprise,Monthly,149,21,0,,19,21,52,1,13
C03822,SMB,Finance,EU,2022-01-17,Basic,Monthly,29,7,1,2022-08-15 00:00:00,2,11,13,4,43
C03823,Enterprise,Retail,APAC,2022-02-20,Enterprise,Annual,149,16,0,,13,31,75,2,14
C03824,SMB,Healthcare,US,2022-10-31,Basic,Annual,29,15,0,,18,25,68,2,10
C03825,SMB,Tech,APAC,2022-05-21,Basic,Monthly,29,16,1,2023-09-13 00:00:00,4,8,15,4,39
C03826,Mid-Market,Healthcare,US,2022-06-21,Pro,Monthly,79,20,0,,22,23,65,1,9
C03827,Enterprise,Healthcare,EU,2022-02-17,Enterprise,Annual,149,27,0,,23,25,74,1,17
C03828,Mid-Market,Marketing,US,2022-11-21,Pro,Monthly,79,19,0,,12,32,88,0,11
C03829,SMB,Healthcare,US,2023-11-09,Basic,Monthly,29,10,1,2024-09-04 00:00:00,4,6,13,3,49
C03830,SMB,Finance,US,2023-01-07,Basic,Monthly,29,12,1,2024-01-02 00:00:00,4,7,14,6,44
C03831,SMB,Healthcare,US,2023-04-17,Basic,Annual,29,11,0,,21,23,45,2,9
C03832,SMB,Tech,APAC,2022-05-08,Basic,Annual,29,4,0,,18,25,41,1,15
C03833,Mid-Market,Retail,US,2023-07-18,Pro,Annual,79,9,1,2024-04-13 00:00:00,2,8,13,3,57
C03834,Enterprise,Tech,US,2023-07-21,Enterprise,Monthly,149,2,0,,17,20,57,1,14
C03835,Enterprise,Tech,EU,2022-08-31,Enterprise,Monthly,149,31,0,,13,33,49,1,8
C03836,SMB,Retail,US,2022-02-07,Basic,Annual,29,35,0,,23,23,69,0,22
C03837,SMB,Healthcare,US,2022-06-01,Basic,Monthly,29,23,1,2024-04-21 00:00:00,4,11,10,6,60
C03838,SMB,Finance,US,2023-08-23,Basic,Monthly,29,2,0,,20,26,58,2,12
C03839,Mid-Market,Marketing,APAC,2022-11-06,Pro,Monthly,79,27,0,,17,30,82,2,16
C03840,SMB,Marketing,EU,2022-12-28,Basic,Monthly,29,7,1,2023-07-26 00:00:00,4,10,21,3,33
C03841,SMB,Healthcare,APAC,2023-01-12,Basic,Monthly,29,29,0,,14,15,47,2,4
C03842,SMB,Healthcare,US,2022-11-09,Basic,Annual,29,29,1,2025-03-28 00:00:00,5,11,16,4,45
C03843,SMB,Finance,US,2023-03-19,Basic,Annual,29,26,1,2025-05-07 00:00:00,3,8,15,4,50
C03844,SMB,Marketing,APAC,2022-07-21,Basic,Annual,29,30,0,,23,31,42,1,5
C03845,Mid-Market,Tech,EU,2023-11-13,Pro,Annual,79,24,0,,21,30,64,2,17
C03846,Mid-Market,Finance,APAC,2022-10-03,Pro,Annual,79,31,0,,17,28,57,0,23
C03847,SMB,Retail,APAC,2022-10-22,Basic,Monthly,29,16,1,2024-02-14 00:00:00,5,11,29,3,69
C03848,SMB,Retail,EU,2022-04-29,Basic,Monthly,29,24,0,,12,16,85,2,22
C03849,Mid-Market,Retail,EU,2023-04-02,Pro,Monthly,79,24,0,,15,30,59,1,15
C03850,SMB,Marketing,US,2023-11-08,Basic,Monthly,29,18,0,,17,24,81,0,5
C03851,SMB,Marketing,APAC,2022-11-15,Basic,Monthly,29,28,1,2025-03-04 00:00:00,2,9,18,3,70
C03852,Mid-Market,Tech,EU,2022-02-03,Pro,Monthly,79,8,0,,14,22,40,2,20
C03853,Mid-Market,Healthcare,US,2023-01-28,Pro,Monthly,79,5,0,,19,28,61,2,7
C03854,SMB,Tech,US,2023-07-16,Basic,Monthly,29,25,0,,19,19,64,1,8
C03855,Mid-Market,Tech,EU,2022-08-31,Pro,Monthly,79,15,0,,17,26,84,1,17
C03856,Enterprise,Healthcare,EU,2022-07-25,Enterprise,Monthly,149,35,0,,17,33,59,1,15
C03857,Enterprise,Tech,US,2022-09-12,Enterprise,Annual,149,14,0,,13,34,55,2,22
C03858,SMB,Retail,APAC,2022-04-26,Basic,Monthly,29,24,1,2024-04-15 00:00:00,6,10,23,3,58
C03859,SMB,Tech,US,2023-09-26,Basic,Monthly,29,14,0,,24,19,58,0,12
C03860,SMB,Retail,APAC,2023-09-11,Basic,Annual,29,1,1,2023-10-11 00:00:00,7,10,11,5,51
C03861,SMB,Finance,US,2022-10-09,Basic,Monthly,29,5,0,,22,33,82,1,13
C03862,SMB,Tech,EU,2022-12-27,Basic,Annual,29,25,0,,12,31,72,2,16
C03863,SMB,Healthcare,APAC,2023-03-18,Basic,Annual,29,15,1,2024-06-10 00:00:00,2,11,10,7,57
C03864,Mid-Market,Finance,APAC,2023-05-13,Pro,Monthly,79,3,0,,23,19,58,0,10
C03865,Mid-Market,Retail,US,2022-06-27,Pro,Annual,79,21,1,2024-03-18 00:00:00,4,7,13,3,66
C03866,SMB,Healthcare,US,2022-10-06,Basic,Monthly,29,26,0,,24,28,68,1,13
C03867,Mid-Market,Marketing,US,2022-03-28,Pro,Monthly,79,14,1,2023-05-22 00:00:00,5,11,17,7,44
C03868,SMB,Healthcare,US,2023-02-08,Basic,Annual,29,7,1,2023-09-06 00:00:00,4,6,17,6,33
C03869,SMB,Healthcare,APAC,2022-01-11,Basic,Annual,29,13,0,,19,22,77,1,22
C03870,SMB,Tech,US,2023-06-21,Basic,Monthly,29,24,0,,16,21,52,1,5
C03871,SMB,Marketing,APAC,2023-03-26,Basic,Monthly,29,5,1,2023-08-23 00:00:00,6,7,17,3,37
C03872,SMB,Retail,US,2023-03-31,Basic,Monthly,29,33,0,,11,15,68,0,9
C03873,SMB,Retail,US,2022-06-17,Basic,Annual,29,5,0,,20,27,59,1,7
C03874,Enterprise,Retail,APAC,2022-08-17,Enterprise,Monthly,149,27,0,,21,16,82,1,23
C03875,Mid-Market,Marketing,US,2023-07-12,Pro,Monthly,79,15,0,,15,29,58,2,5
C03876,Enterprise,Tech,US,2022-04-09,Enterprise,Monthly,149,16,0,,11,30,47,1,4
C03877,Enterprise,Tech,EU,2023-10-07,Enterprise,Monthly,149,28,1,2026-01-24 00:00:00,5,6,21,6,44
C03878,SMB,Marketing,EU,2022-10-07,Basic,Annual,29,3,0,,15,25,77,2,7
C03879,Mid-Market,Marketing,US,2022-12-04,Pro,Monthly,79,17,0,,14,31,60,0,14
C03880,SMB,Marketing,EU,2022-09-18,Basic,Monthly,29,28,1,2025-01-05 00:00:00,7,7,24,7,40
C03881,SMB,Retail,US,2022-01-30,Basic,Annual,29,16,0,,21,26,50,0,16
C03882,Mid-Market,Marketing,US,2023-06-01,Pro,Monthly,79,17,0,,10,22,55,2,22
C03883,SMB,Marketing,APAC,2023-07-25,Basic,Monthly,29,4,0,,21,31,60,0,7
C03884,Enterprise,Finance,APAC,2023-06-09,Enterprise,Annual,149,34,0,,13,16,47,1,10
C03885,Mid-Market,Retail,APAC,2022-01-25,Pro,Monthly,79,32,0,,22,24,63,0,13
C03886,SMB,Marketing,US,2022-04-21,Basic,Monthly,29,27,1,2024-07-09 00:00:00,5,9,21,3,44
C03887,Mid-Market,Retail,US,2022-05-09,Pro,Monthly,79,27,1,2024-07-27 00:00:00,2,8,16,6,52
C03888,Mid-Market,Retail,APAC,2023-05-15,Pro,Monthly,79,11,0,,19,21,83,1,19
C03889,Mid-Market,Tech,US,2023-08-09,Pro,Monthly,79,17,0,,17,21,58,0,7
C03890,SMB,Finance,US,2022-04-17,Basic,Monthly,29,35,0,,24,18,88,0,4
C03891,SMB,Tech,US,2023-05-21,Basic,Monthly,29,30,1,2025-11-06 00:00:00,6,7,19,5,50
C03892,SMB,Finance,EU,2023-06-08,Basic,Annual,29,27,0,,17,30,80,2,12
C03893,SMB,Marketing,US,2022-04-29,Basic,Monthly,29,26,0,,22,32,52,0,16
C03894,SMB,Healthcare,US,2023-03-01,Basic,Monthly,29,25,0,,24,25,47,0,9
C03895,SMB,Tech,EU,2022-05-22,Basic,Monthly,29,33,1,2025-02-05 00:00:00,4,5,26,6,60
C03896,Mid-Market,Tech,EU,2022-03-22,Pro,Monthly,79,6,0,,13,28,49,1,13
C03897,Mid-Market,Healthcare,US,2022-01-14,Pro,Monthly,79,19,0,,10,30,51,0,9
C03898,Mid-Market,Finance,EU,2023-05-01,Pro,Monthly,79,15,0,,22,21,67,2,19
C03899,SMB,Healthcare,EU,2022-12-11,Basic,Annual,29,27,0,,17,31,65,1,9
C03900,SMB,Retail,US,2023-08-23,Basic,Annual,29,23,0,,13,32,69,2,8
C03901,Enterprise,Healthcare,US,2023-11-12,Enterprise,Monthly,149,8,0,,17,25,66,0,20
C03902,Mid-Market,Retail,US,2023-03-09,Pro,Annual,79,32,0,,21,24,73,2,8
C03903,SMB,Retail,US,2022-12-04,Basic,Monthly,29,33,0,,21,19,74,0,15
C03904,SMB,Tech,APAC,2022-04-07,Basic,Annual,29,23,0,,23,22,59,2,21
C03905,SMB,Tech,US,2023-08-02,Basic,Monthly,29,14,0,,18,21,65,2,10
C03906,SMB,Healthcare,APAC,2022-01-20,Basic,Monthly,29,22,0,,10,20,65,0,11
C03907,SMB,Tech,US,2022-06-03,Basic,Annual,29,12,0,,23,32,49,1,18
C03908,SMB,Retail,APAC,2023-08-16,Basic,Annual,29,3,0,,11,17,53,2,5
C03909,Mid-Market,Marketing,US,2022-11-20,Pro,Annual,79,15,0,,14,15,55,1,8
C03910,SMB,Retail,US,2022-06-18,Basic,Annual,29,17,0,,21,32,74,1,18
C03911,Mid-Market,Marketing,US,2022-06-17,Pro,Monthly,79,16,0,,23,24,50,1,6
C03912,SMB,Retail,US,2022-09-04,Basic,Annual,29,3,1,2022-12-03 00:00:00,5,8,12,6,60
C03913,SMB,Marketing,US,2022-04-17,Basic,Monthly,29,29,1,2024-09-03 00:00:00,2,6,10,3,59
C03914,SMB,Marketing,US,2023-11-23,Basic,Monthly,29,5,0,,23,21,54,1,6
